test_id,level_id,filename,seed,number_of_agents,number_of_airports,number_of_initial_cargo,max_cargo_per_episode,avg_working_capacity,avg_processing_time,soft_deadline_multiplier,hard_deadline_multiplier,min_degree,max_degree,avg_degree,malfunction_rate,malfunction_max_steps,malfunction_min_steps,max_soft_deadline,max_hard_deadline,REWARD_CARGO_MISSED_PENALTY,REWARD_CARGO_LATE_PENALTY,REWARD_MOVEMENT_PENALTY,random_solution_seed,random_score,random_missed_deliveries,random_total_lateness,random_total_cost,random_total_steps,random_total_cargo_generated,random_total_scaled_cost,random_total_scaled_lateness,baseline_solution_seed,baseline_score,baseline_missed_deliveries,baseline_total_lateness,baseline_total_cost,baseline_total_steps,baseline_total_cargo_generated,baseline_total_scaled_cost,baseline_total_scaled_lateness
0,10,Test_0/Level_10.pkl,2058,24,12,72,72,12.916666666666666,10.0,5,6,0,18,6.0,0.0,0,0,2908,3000,10,1,0.01,2058,749.3801979749175,65,4918,1517.459584624357,3001,72,2838.02680029287,70.99992997198879,2058,3.666273762967467,0,10,309.5439883425131,2714,72,352.7384874078578,0.1388888888888889
0,11,Test_0/Level_11.pkl,2059,24,12,72,72,11.333333333333334,10.0,5,6,0,14,6.0,0.0,0,0,2713,2759,10,1,0.01,2059,732.1560186528468,68,1800,1243.6044377431642,2760,72,1302.5583870238106,39.130434782608695,2059,1.7806194892424458,0,0,236.86016253946673,2591,72,178.06194892424458,0.0
0,12,Test_0/Level_12.pkl,2060,24,12,72,72,9.333333333333334,10.0,5,6,0,16,6.0,0.0,0,0,2886,2978,10,1,0.01,2060,689.3317882929334,63,2582,685.619679129557,2979,72,1431.447227561738,45.01731601731602,2060,1.631313055591305,0,0,202.27958723949692,2597,72,163.13130555913048,0.0
0,13,Test_0/Level_13.pkl,2061,24,12,72,72,11.666666666666666,10.0,5,6,2,16,6.333333333333334,0.0,0,0,2818,2912,10,1,0.01,2061,747.5313525510347,70,1442,1170.3598088868719,2913,72,2693.1352551034693,20.6,2061,2.3926715359040864,0,8,257.43481742916947,2764,72,227.14594146919654,0.12121212121212122
0,14,Test_0/Level_14.pkl,2062,24,12,72,72,7.166666666666667,10.0,5,6,2,12,6.333333333333333,0.0,0,0,2832,2900,10,1,0.01,2062,831.1447705036334,60,14773,1052.162323663669,2901,72,1330.290648529881,217.8418640183346,2062,2.47986383342024,0,0,260.38515311607796,2680,72,247.986383342024,0.0
0,15,Test_0/Level_15.pkl,2063,24,12,72,72,9.166666666666666,10.0,5,6,2,14,6,0.0,0,0,2957,3051,10,1,0.01,2063,759.9645192011795,68,3906,1657.0235488158817,3052,72,2820.890180270498,51.75561739847454,2063,0.8678234532190701,0,0,285.4740554401725,2664,72,86.782345321907,0.0
0,16,Test_0/Level_16.pkl,2064,24,12,72,72,12.166666666666666,10.0,5,6,0,16,6,0.0,0,0,2896,3022,10,1,0.01,2064,716.55870442566,67,2216,1359.7196238778288,3023,72,1293.3104800060426,33.62559962559962,2064,1.8722881148901802,0,0,302.1832039026389,2634,72,187.22881148901803,0.0
0,17,Test_0/Level_17.pkl,2065,24,12,72,72,8.416666666666666,10.0,5,6,0,18,6.0,0.0,0,0,2801,2869,10,1,0.01,2065,751.2111101983985,66,4286,1013.094354972004,2870,72,1666.2981856152603,74.54812834224597,2065,2.667667351633982,0,41,226.00123804082628,2633,72,173.58491698158002,0.9318181818181819
0,18,Test_0/Level_18.pkl,2066,24,12,72,72,13.333333333333334,10.0,5,6,0,14,6,0.0,0,0,2663,2707,10,1,0.01,2066,747.0089889678496,68,2212,1617.906319208873,2708,72,1998.4924796726714,47.02406417112299,2066,1.2704616176624197,0,0,202.85636690853855,2552,72,127.04616176624197,0.0
0,19,Test_0/Level_19.pkl,2067,24,12,72,72,12.083333333333334,10.0,5,6,0,18,6,0.0,0,0,2767,2843,10,1,0.01,2067,732.4136408794346,67,2720,1147.8376790887653,2844,72,1016.6795063366867,52.24684581606778,2067,2.4713085293173758,0,0,371.8090239615873,2602,72,247.1308529317376,0.0
1,0,Test_1/Level_0.pkl,2068,30,15,90,90,11.0,10.0,5,6,0,20,6.133333333333333,0.0,4,1,2901,2997,10,1,0.01,2068,928.5603285081531,85,4502,1185.1799265758941,2998,90,1603.2550730375272,62.52777777777778,2068,14.724573031901993,1,0,399.4281319588496,2671,90,472.4573031901993,0.0
1,1,Test_1/Level_1.pkl,2069,30,15,90,90,6.133333333333334,10.0,5,6,0,16,5.866666666666667,0.0,4,1,3237,3385,10,1,0.01,2069,910.3499288873986,90,0,990.1809418723233,3386,90,1034.9928887398653,0.0,2069,483.0492779044218,46,2357,268.923291218357,3134,90,260.51366664095684,20.444141238012204
1,2,Test_1/Level_2.pkl,2070,30,15,90,90,7.266666666666667,10.0,5,6,0,16,5.866666666666667,0.0,4,1,2974,3070,10,1,0.01,2070,918.0302491119214,86,4278,1230.2697505381525,3071,90,890.5603420311396,49.12464569160998,2070,771.0626639115964,76,635,359.57185718435994,3071,90,265.7193390054388,8.40547052154195
1,3,Test_1/Level_3.pkl,2071,30,15,90,93,7.933333333333334,10.0,5,6,0,16,6.133333333333333,0.005,4,1,3192,3344,10,1,0.01,2071,927.970548184426,91,1047,1418.1112232518003,3345,93,1093.7214851092704,7.033333333333333,2071,103.73266864564874,9,913,564.1647965722083,2827,93,447.04747680977243,9.262193877551018
1,4,Test_1/Level_4.pkl,2072,30,15,90,93,9.8,10.0,5,6,0,16,5.866666666666667,0.005,4,1,2999,3109,10,1,0.01,2072,940.2796808746731,92,331,2052.3101938520485,3110,93,1696.968087467316,3.31,2072,4.786506076315425,0,0,583.8966570296072,2724,93,478.6506076315425,0.0
1,5,Test_1/Level_5.pkl,2073,30,15,90,93,10.6,10.0,5,6,0,20,6.133333333333333,0.005,4,1,3030,3152,10,1,0.01,2073,970.4608978063806,87,7185,1627.9542451105403,3153,93,1894.4259782749978,81.51663802363049,2073,2.9759135827460046,0,0,394.30628133495696,2724,93,297.59135827460045,0.0
1,6,Test_1/Level_6.pkl,2074,30,15,90,97,8.266666666666667,10.0,5,6,0,16,6.133333333333333,0.01,4,1,3130,3278,10,1,0.01,2074,1007.2763316984003,94,4342,1728.4239504237778,3279,97,2707.537931744801,40.20095238095238,2074,539.3912620586439,52,1827,315.48139125209536,3184,97,460.1611312375379,14.78965074626856
1,7,Test_1/Level_7.pkl,2075,30,15,90,97,10.066666666666666,10.0,5,6,0,16,5.866666666666667,0.01,4,1,2905,3023,10,1,0.01,2075,1008.9379001950844,91,5622,2394.8728156624643,3024,97,2516.9057786141075,73.76884240894337,2075,14.09913824088203,1,0,414.5287229638351,2717,97,409.91382408820317,0.0
1,8,Test_1/Level_8.pkl,2076,30,15,90,97,9.6,10.0,5,6,0,18,6.133333333333333,0.01,4,1,3191,3337,10,1,0.01,2076,1004.6661096513303,94,4831,2074.083826658597,3338,97,1820.8499107112639,46.45761054421769,2076,14.00081256169258,1,0,463.08025309051175,2743,97,400.0812561692579,0.0
1,9,Test_1/Level_9.pkl,2077,30,15,90,100,10.0,10.0,5,6,0,16,5.866666666666667,0.015000000000000003,4,1,2961,3059,10,1,0.01,2077,1022.9242270072879,95,3399,2189.4335309401417,3060,100,2788.795389206729,45.03627311522048,2077,5.0846751276064115,0,0,484.6364008090105,2697,100,508.46751276064117,0.0
1,10,Test_1/Level_10.pkl,2078,30,15,90,100,8.133333333333333,10.0,5,6,0,18,6.133333333333333,0.015000000000000003,4,1,2792,2862,10,1,0.01,2078,1009.2109427024491,98,1602,1270.6511559457888,2863,100,1112.1581000321405,18.08936170212766,2078,78.7039682148838,7,394,351.3539412873033,2729,100,306.40522484972524,5.639915966386554
1,11,Test_1/Level_11.pkl,2079,30,15,90,100,8.8,10.0,5,6,0,16,6.133333333333333,0.015000000000000003,4,1,2973,3099,10,1,0.01,2079,1023.6485487271829,91,8097,1177.7261309161324,3159,100,977.6933414391159,103.87161531279177,2079,3.0175496309371286,0,0,432.8902003027332,2908,100,301.75496309371283,0.0
1,12,Test_1/Level_12.pkl,2080,30,15,90,103,7.333333333333333,10.0,5,6,0,14,5.866666666666667,0.02,4,1,3123,3279,10,1,0.01,2080,1037.2771157337663,99,126,4078.9060377250876,5000,100,4604.182161611933,1.2352941176470589,2080,6.523785569086129,0,0,650.898929859773,5000,100,652.3785569086128,0.0
1,13,Test_1/Level_13.pkl,2081,30,15,90,103,8.466666666666667,10.0,5,6,0,18,5.866666666666666,0.02,4,1,2965,3061,10,1,0.01,2081,1181.2783258289664,99,11319,2660.188214610428,4662,103,2957.8325828966285,161.7,2081,953.3511374066652,95,120,192.2866300432169,4662,103,163.68516923795164,1.7142857142857144
1,14,Test_1/Level_14.pkl,2082,30,15,90,103,9.666666666666666,10.0,5,6,0,14,5.866666666666667,0.02,4,1,3140,3288,10,1,0.01,2082,1056.2386105897137,97,8426,1783.0853708335344,3289,103,1696.414545050725,69.2744651392066,2082,5.956604020636368,0,0,631.8967544320136,2862,103,595.6604020636368,0.0
1,15,Test_1/Level_15.pkl,2083,30,15,90,107,7.466666666666667,10.0,5,6,0,18,6.133333333333333,0.025,4,1,2972,3070,10,1,0.01,2083,1112.3584529021414,100,7904,2302.1036277178623,3888,107,1683.9287319986047,95.5191655821555,2083,14.294141402775704,1,43,512.3541688717862,3613,107,371.30603216946224,0.5810810810810811
1,16,Test_1/Level_16.pkl,2084,30,15,90,107,8.666666666666666,10.0,5,6,0,16,6.133333333333333,0.025,4,1,3091,3235,10,1,0.01,2084,1177.6125099333983,98,19785,1602.273813116383,4819,107,1581.5545865053487,181.79696406834475,2084,4.561473838220658,0,0,460.18007983885354,4610,107,456.14738382206576,0.0
1,17,Test_1/Level_17.pkl,2085,30,15,90,107,8.6,10.0,5,6,0,14,5.866666666666666,0.025,4,1,2985,3085,10,1,0.01,2085,1204.9853460466345,93,23858,2463.7499257466843,5000,106,1732.685063137437,257.6584954152602,2085,3.693368753686559,0,17,558.7832278524784,5000,106,347.56816788566266,0.217687074829932
1,18,Test_1/Level_18.pkl,2086,30,15,90,110,7.733333333333333,10.0,5,6,0,18,5.866666666666667,0.030000000000000006,4,1,3025,3153,10,1,0.01,2086,1122.6141825407408,108,2517,1715.4974649301946,4409,110,1415.416415838796,28.460018382352942,2086,9.23204127631122,0,373,499.9985393107288,4166,110,380.42919156974085,5.427749360613811
1,19,Test_1/Level_19.pkl,2087,30,15,90,110,8.866666666666667,10.0,5,6,0,14,5.866666666666666,0.030000000000000006,4,1,2927,3029,10,1,0.01,2087,1114.8334417774263,108,0,4053.83124615452,5000,109,3483.3441777426306,0.0,2087,4.745438549893503,0,0,572.645150837172,5000,109,474.5438549893503,0.0
2,0,Test_2/Level_0.pkl,2088,36,18,108,108,11.0,10.0,5,6,0,18,6.0,0.0,8,2,3158,3302,10,1,0.01,2088,1113.0573961188525,104,4731,3509.0620339445377,3303,108,2333.8280193794026,49.71911592505855,2088,3.218471399653564,0,0,455.89180714841797,2717,108,321.8471399653564,0.0
2,1,Test_2/Level_1.pkl,2089,36,18,108,108,8.722222222222221,10.0,5,6,0,18,6.222222222222222,0.0,8,2,3155,3331,10,1,0.01,2089,1073.9386687513086,106,200,1505.0669077542038,3332,108,1137.4566187206028,2.5641025641025643,2089,5.403122919589971,0,0,641.2862538074785,2774,108,540.3122919589971,0.0
2,2,Test_2/Level_2.pkl,2090,36,18,108,108,7.277777777777778,10.0,5,6,0,16,6.222222222222222,0.0,8,2,3098,3220,10,1,0.01,2090,1098.9898863606584,108,0,2062.6667251503263,3221,108,1898.9886360658459,0.0,2090,4.066200922759544,0,0,485.6507411789519,2740,108,406.62009227595433,0.0
2,3,Test_2/Level_3.pkl,2091,36,18,108,115,7.388888888888889,10.0,5,6,0,18,6.0,0.01,8,2,3021,3127,10,1,0.01,2091,1155.101350611721,110,3649,1248.3958955054368,3128,115,1039.0473649717753,44.71087696200337,2091,4.263814684436952,0,0,542.8561521914047,2725,115,426.3814684436952,0.0
2,4,Test_2/Level_4.pkl,2092,36,18,108,115,9.722222222222221,10.0,5,6,0,20,6.444444444444445,0.01,8,2,3122,3292,10,1,0.01,2092,1187.8718126335225,108,6357,1785.9512662215805,3293,115,1985.666111837098,88.01515151515152,2092,5.459827177273478,0,14,442.4986606624526,2719,115,524.7705965152267,0.21212121212121213
2,5,Test_2/Level_5.pkl,2093,36,18,108,115,8.777777777777779,10.0,5,6,0,20,6.0,0.01,8,2,3181,3325,10,1,0.01,2093,1164.3608337492194,111,3464,2169.2457501143977,3326,115,2031.08337492195,34.05,2093,12.517477981065245,1,0,455.95589606778293,2799,115,251.74779810652439,0.0
2,6,Test_2/Level_6.pkl,2094,36,18,108,121,8.11111111111111,10.0,5,6,0,16,6.0,0.02,8,2,3080,3210,10,1,0.01,2094,1228.266665285173,118,3656,1492.9789724186398,3211,121,959.866325677569,38.66800202839757,2094,64.7740514585965,6,102,544.8270616514714,2801,121,339.68136069340915,1.3772378516624042
2,7,Test_2/Level_7.pkl,2095,36,18,108,121,9.222222222222221,10.0,5,6,0,18,6.0,0.02,8,2,3123,3269,10,1,0.01,2095,1216.904873712511,119,2023,1901.563985143993,3270,121,1098.3135558457561,15.921738154053447,2095,861.3684466180837,85,980,446.7285526386077,3270,121,258.1994209251351,8.786452408832385
2,8,Test_2/Level_8.pkl,2096,36,18,108,121,9.777777777777779,10.0,5,6,0,22,6.0,0.02,8,2,3151,3295,10,1,0.01,2096,1226.9924851465992,121,0,1092.4262202343264,3296,121,1699.2485146599186,0.0,2096,1146.9371436839215,114,176,350.5616319307884,3296,121,449.2699239477129,2.4444444444444446
2,9,Test_2/Level_9.pkl,2097,36,18,108,128,7.555555555555555,10.0,5,6,0,20,6.222222222222221,0.030000000000000006,8,2,2870,2985,10,1,0.01,2097,1293.7988890542215,128,0,1747.4314639134714,2986,128,1379.8889054221472,0.0,2097,50.2832419831636,4,569,492.1874224379399,2813,128,318.6812757039727,7.096429226123871
2,10,Test_2/Level_10.pkl,2098,36,18,108,128,8.222222222222221,10.0,5,6,0,16,6.0,0.030000000000000006,8,2,2909,3029,10,1,0.01,2098,1305.5803009307406,118,9241,2626.3493843793844,3030,128,1626.3921932332728,109.31637899840787,2098,2.8723010576626313,0,0,571.8254429638403,2681,128,287.23010576626314,0.0
2,11,Test_2/Level_11.pkl,2099,36,18,108,128,7.611111111111111,10.0,5,6,0,16,6.222222222222222,0.030000000000000006,8,2,3511,3719,10,1,0.01,2099,1290.574413386331,125,4493,1639.5814576780085,3720,128,1389.2891647200377,26.681521739130435,2099,7.3246238951397755,0,0,913.3445130748178,2952,128,732.4623895139775,0.0
2,12,Test_2/Level_12.pkl,2100,36,18,108,135,11.833333333333334,10.0,5,6,0,20,6.444444444444445,0.04,8,2,3358,3552,10,1,0.01,2100,1368.5438725770994,132,4177,3342.3818118516538,3718,135,2128.6268339232024,27.257604237867394,2100,5.421402289424248,0,19,897.261314891607,3167,135,529.8025666047624,0.12337662337662338
2,13,Test_2/Level_13.pkl,2101,36,18,108,135,8.777777777777779,10.0,5,6,0,16,6.222222222222222,0.04,8,2,3318,3496,10,1,0.01,2101,1359.2436020768673,129,8147,2564.625927641223,3885,135,1687.311343826385,52.37048863860366,2101,5.9210096799901395,0,0,899.8017367863954,3367,135,592.100967999014,0.0
2,14,Test_2/Level_14.pkl,2102,36,18,108,135,11.055555555555555,10.0,5,6,0,18,6.222222222222222,0.04,8,2,3135,3280,10,1,0.01,2102,1372.137862954501,134,2453,1529.0684193835955,3306,135,1134.9727361280734,20.78813559322034,2102,1240.571405359344,123,857,355.00681805921,3306,135,264.34716143376164,7.927933745006285
2,15,Test_2/Level_15.pkl,2103,36,18,108,141,8.277777777777779,10.0,5,6,0,14,6.0,0.05,8,2,3170,3314,10,1,0.01,2103,1480.2536160236855,136,9353,2333.4003035841424,5000,140,1889.4250307702155,101.35936571598336,2103,1345.9294547232998,134,225,507.51941787318356,5000,140,358.57047232998326,2.34375
2,16,Test_2/Level_16.pkl,2104,36,18,108,141,7.944444444444445,10.0,5,6,0,18,6.222222222222222,0.05,8,2,3009,3159,10,1,0.01,2104,1430.5611489449575,141,0,3815.7015531892866,4100,141,2056.114894495758,0.0,2104,13.608070586401452,1,0,725.6329625793666,3833,141,360.8070586401451,0.0
2,17,Test_2/Level_17.pkl,2105,36,18,108,141,10.0,10.0,5,6,0,18,6.222222222222222,0.05,8,2,3062,3188,10,1,0.01,2105,1434.772895830398,135,6622,2973.2343702519065,3353,141,1811.0555997028782,66.66233983336924,2105,5.19967553818921,0,80,864.7974047837142,2949,141,414.70439592418415,1.0526315789473684
2,18,Test_2/Level_18.pkl,2106,36,18,108,148,6.444444444444445,10.0,5,6,0,18,6.222222222222222,0.06000000000000001,8,2,3060,3174,10,1,0.01,2106,1487.3560382668543,143,3806,2115.5368781748866,5000,146,1506.4333055630295,42.291705211224176,2106,23.693479103486776,2,0,543.5674387937479,5000,146,369.3479103486775,0.0
2,19,Test_2/Level_19.pkl,2107,36,18,108,148,9.0,10.0,5,6,0,20,6.222222222222222,0.06000000000000001,8,2,3056,3176,10,1,0.01,2107,1443.8686896156044,129,11611,2888.96164663878,5000,134,2754.1637242023507,126.32705237358103,2107,4.009823032601115,0,25,613.2897660103934,5000,134,368.0875664180062,0.32894736842105265
3,0,Test_3/Level_0.pkl,2108,44,22,132,132,6.5,10.0,5,6,0,16,6.0,0.0,12,3,3280,3444,10,1,0.01,2108,1354.214601036107,127,6635,2868.9876481074893,3445,132,2134.37978761334,62.87080315997367,2108,6.132172630465588,0,0,789.409432369221,2835,132,613.2172630465587,0.0
3,1,Test_3/Level_1.pkl,2109,44,22,132,132,8.454545454545455,10.0,5,6,0,20,6.363636363636363,0.0,12,3,3092,3214,10,1,0.01,2109,1336.994103662082,127,4737,2328.2186791092336,3215,132,1636.803983229469,50.62606382978724,2109,4.600632973116082,0,0,566.1850194518128,2723,132,460.06329731160815,0.0
3,2,Test_3/Level_2.pkl,2110,44,22,132,132,7.181818181818182,10.0,5,6,0,24,6.181818181818182,0.0,12,3,3485,3693,10,1,0.01,2110,1354.7394984937198,132,0,2618.994035769628,3694,132,3473.9498493719802,0.0,2110,9.30583736007051,0,0,845.7885123219386,2887,132,930.583736007051,0.0
3,3,Test_3/Level_3.pkl,2111,44,22,132,142,8.409090909090908,10.0,5,6,0,18,6.181818181818182,0.015,12,3,3349,3527,10,1,0.01,2111,1443.547353046558,136,9531,2612.559222184512,3528,142,2063.894125733286,62.908411789225326,2111,7.568232899968424,0,0,978.0120932518539,2809,142,756.8232899968424,0.0
3,4,Test_3/Level_4.pkl,2112,44,22,132,142,8.409090909090908,10.0,5,6,0,16,6.0,0.015,12,3,2988,3112,10,1,0.01,2112,1467.3275064192937,135,8272,3053.014529101943,3113,142,2215.791048375346,95.1695959355402,2112,3.9478054191692156,0,22,727.2038423410245,2723,142,366.5754137117934,0.28205128205128205
3,5,Test_3/Level_5.pkl,2113,44,22,132,142,10.272727272727273,10.0,5,6,0,18,6.181818181818182,0.015,12,3,3093,3213,10,1,0.01,2113,1466.3386986290056,133,10253,2552.4327550103594,3214,142,1852.0055062405709,117.8186435666,2113,4.195067083415531,0,0,664.0584447855049,2846,142,419.5067083415531,0.0
3,6,Test_3/Level_6.pkl,2114,44,22,132,152,9.818181818181818,10.0,5,6,0,20,6.0,0.03,12,3,3241,3415,10,1,0.01,2114,1573.4286992407817,149,4722,4406.00947018415,3416,152,3546.724598424662,47.96145325653522,2114,5.838763509801288,0,1,760.8960238076065,2756,152,582.5249996287776,0.013513513513513514
3,7,Test_3/Level_7.pkl,2115,44,22,132,152,8.954545454545455,10.0,5,6,0,16,6.0,0.03,12,3,3301,3475,10,1,0.01,2115,1547.9145957916808,152,0,3751.0530029291936,3476,152,2791.459579168086,0.0,2115,6.706399294903321,0,0,905.1524674231956,2784,152,670.6399294903321,0.0
3,8,Test_3/Level_8.pkl,2116,44,22,132,152,6.409090909090909,10.0,5,6,0,20,6,0.03,12,3,3274,3432,10,1,0.01,2116,1541.600473475767,145,9546,1959.7143814157712,3433,152,1137.5011595406477,80.22546188036064,2116,5.506982371504874,0,51,870.644701372305,2844,152,501.65977561202584,0.49038461538461536
3,9,Test_3/Level_9.pkl,2117,44,22,132,162,6.0,10.0,5,6,0,18,6.181818181818182,0.045,12,3,3661,3897,10,1,0.01,2117,1627.6809748427213,161,575,2984.2733296721453,3898,162,1417.4877281745667,3.5060975609756095,2117,4.642435262269256,0,21,1064.370285100436,2989,162,435.86514784854717,0.28378378378378377
3,10,Test_3/Level_10.pkl,2118,44,22,132,162,7.7272727272727275,10.0,5,6,0,22,6.363636363636363,0.045,12,3,3139,3293,10,1,0.01,2118,1632.1784783797998,162,0,1665.3603914838773,3294,162,1217.8478379799865,0.0,2118,1402.4873309722489,139,952,570.3639526355074,3294,162,350.0729082075536,8.986601890173318
3,11,Test_3/Level_11.pkl,2119,44,22,132,162,10.590909090909092,10.0,5,6,0,20,6.1818181818181825,0.045,12,3,3145,3289,10,1,0.01,2119,1615.2720578451606,158,1991,1836.5860179689073,3290,162,1541.0625978267885,19.861431866892687,2119,26.46203745638671,2,104,741.668707055717,2753,162,501.75930119422674,1.4444444444444444
3,12,Test_3/Level_12.pkl,2120,44,22,132,172,8.636363636363637,10.0,5,6,0,20,6.0,0.06,12,3,3135,3283,10,1,0.01,2120,1734.3824562497618,172,0,1900.4496156066205,3571,172,1438.245624976175,0.0,2120,1053.8247792278964,102,3658,752.290268037328,3571,172,542.9215705086862,28.3955635228096
3,13,Test_3/Level_13.pkl,2121,44,22,132,172,7.954545454545454,10.0,5,6,0,22,6.181818181818182,0.06,12,3,3304,3478,10,1,0.01,2121,1735.010712675115,169,4888,1666.7302388701237,3526,172,919.459891036554,35.8161137647495,2121,6.222858994420385,0,0,1120.987985713636,3112,172,622.2858994420385,0.0
3,14,Test_3/Level_14.pkl,2122,44,22,132,172,8.681818181818182,10.0,5,6,0,20,6,0.06,12,3,3259,3419,10,1,0.01,2122,1725.3708510793729,169,3877,1991.4240142816284,3481,172,1000.7826755719442,25.363024323653512,2122,5.827615088252813,0,22,1139.161497391162,3023,172,569.0115088252812,0.1375
3,15,Test_3/Level_15.pkl,2123,44,22,132,182,9.545454545454545,10.0,5,6,0,20,6.181818181818182,0.075,12,3,2979,3099,10,1,0.01,2123,1884.2175631399025,180,4506,4281.126531439078,4087,182,2163.422980656919,62.583333333333336,2123,629.1183634994787,59,3388,911.2420015999459,4087,182,428.1420903733431,34.836942595745256
3,16,Test_3/Level_16.pkl,2124,44,22,132,182,8.863636363636363,10.0,5,6,0,22,6.363636363636363,0.075,12,3,3240,3424,10,1,0.01,2124,1797.7766673894764,172,7470,2122.473143308544,5000,181,938.396584786183,68.39270154161458,2124,5.432490183194059,0,0,1232.7757480811351,5000,181,543.2490183194059,0.0
3,17,Test_3/Level_17.pkl,2125,44,22,132,182,7.863636363636363,10.0,5,6,0,18,6.181818181818182,0.075,12,3,3174,3326,10,1,0.01,2125,1893.533319426789,176,10848,2704.337492275893,4699,182,1776.3018513630977,115.77030091315807,2125,16.96026929342444,1,121,898.3115036826958,4461,182,556.6257634706897,1.394011658717541
3,18,Test_3/Level_18.pkl,2126,44,22,132,192,8.045454545454545,10.0,5,6,0,16,6.0,0.09,12,3,3024,3148,10,1,0.01,2126,1977.9120057913897,189,5941,4454.462629528255,4053,192,2675.2880602852715,61.159125188536954,2126,23.115798595940014,1,587,1213.7252786428035,3866,192,625.6824236965656,6.858974358974358
3,19,Test_3/Level_19.pkl,2127,44,22,132,192,7.2272727272727275,10.0,5,6,0,20,6.181818181818182,0.09,12,3,3217,3363,10,1,0.01,2127,1857.2980751269845,177,6464,1329.013442219256,5000,182,845.8900162546338,78.83917496443812,2127,1740.4194990680908,173,624,602.0684666100933,5000,182,363.8465886681598,6.781033181409121
